# HOMER Peaks
# Peak finding parameters:
# tag directory = data/external/H3K27AC/T47D_H3K27Ac_E2
#
# total super enhancers = 660
# super enhancer stitching window = 12500
# super enhancer slope threshold = 1.00
# super enhancer slope moving window = 10
#
# total peaks = 23403
# peak size = 350
# peaks found using tags on both strands
# minimum distance between peaks = 12500
# fragment length = 252
# genome size = 2000000000
# Total tags = 58163939.0
# Total tags in peaks = 22801066.0
# Approximate IP efficiency = 39.20%
# tags per bp = 0.028790
# expected tags per peak = 10.076
# maximum tags considered per bp = 2.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.337865e-06
# FDR tag threshold = 27.0
# number of putative peaks = 875909
#
# input tag directory = data/external/H3K27AC/T47D_Pooled_input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 160436
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 500119
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks data/external/H3K27AC/T47D_H3K27Ac_E2 -i data/external/H3K27AC/T47D_Pooled_input -style super -typical output/HOMER/T47D_H3K27Ac_E2/enhancers.tsv -o output/HOMER/T47D_H3K27Ac_E2/superEnhancers.tsv
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	superEnhancer slope	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr6-189	chr6	35453551	35466018	+	1789.8	106.803	802.000000	4.25	8.22e-257	0.53
chr9-577	chr9	139964300	139982047	+	1769.3	113.822	761.000000	4.09	9.88e-225	0.53
chr12-60	chr12	56472915	56481079	+	1761.4	112.393	1025.000000	4.41	0.00e+00	0.48
chr17-20728	chr17	45961227	45983344	+	1760.9	74.920	147.000000	4.89	1.21e-52	0.80
chr1-495	chr1	152007950	152021393	+	1734.8	67.026	860.000000	4.06	1.05e-258	0.53
chr11-2579	chr11	68873115	68899866	+	1719.9	63.587	648.000000	4.29	2.51e-205	0.56
chr11-33317	chr11	47561056	47601169	+	1702.9	53.692	64.000000	5.09	1.73e-24	0.84
chr9-3420	chr9	139736867	139761562	+	1691.4	58.467	444.000000	4.42	2.88e-152	0.66
chr9-12140	chr9	139685619	139703281	+	1681.3	68.893	173.000000	5.75	1.50e-191	0.65
chr14-28108	chr14	77525605	77578198	+	1673.7	56.976	35.000000	4.40	3.47e-13	0.90
chr11-380	chr11	63606719	63615607	+	1671.1	49.754	934.000000	4.03	5.23e-274	0.46
chr9-23026	chr9	134242543	134270307	+	1669.2	41.433	65.000000	5.31	1.22e-24	0.85
chr11-4864	chr11	65307320	65337599	+	1652.3	39.999	504.000000	4.62	1.30e-203	0.61
chr2-6465	chr2	85804581	85843858	+	1632.3	41.856	271.000000	4.61	1.07e-109	0.71
chr12-8875	chr12	58138259	58177359	+	1628.5	43.506	303.000000	5.94	5.07e-153	0.70
chr1-2629	chr1	228269710	228297820	+	1627.1	46.642	613.000000	4.48	5.01e-207	0.58
chr1-3114	chr1	934775	960739	+	1625.6	45.854	583.000000	4.34	2.94e-185	0.58
chr9-483	chr9	139922149	139949396	+	1616.8	36.852	782.000000	4.03	7.91e-227	0.53
chr17-5403	chr17	42263392	42278193	+	1603.2	27.343	481.000000	4.51	2.83e-167	0.64
chr19-10172	chr19	58873214	58920781	+	1592.5	32.113	222.000000	5.06	1.93e-94	0.73
chr17-607	chr17	39942308	39968587	+	1584.1	37.825	857.000000	4.14	7.34e-269	0.51
chr17-43781	chr17	37809162	37856751	+	1583.6	37.202	37.000000	4.08	5.55e-12	0.85
chr11-8501	chr11	61347819	61369712	+	1583.5	33.643	364.000000	5.48	8.87e-153	0.68
chr19-10464	chr19	1065088	1123208	+	1581.3	29.039	217.000000	4.54	8.89e-75	0.77
chr10-7351	chr10	104503603	104561622	+	1568.6	28.099	294.000000	8.50	1.65e-315	0.67
chr1-9863	chr1	155213706	155247702	+	1556.5	26.933	368.000000	4.09	6.52e-113	0.67
chr9-30140	chr9	131435386	131465740	+	1556.2	30.378	40.000000	4.17	7.81e-13	0.90
chr11-10528	chr11	66025003	66057284	+	1554.0	32.516	308.000000	4.29	2.84e-96	0.70
chr17-414	chr17	37025747	37036846	+	1549.0	38.235	899.000000	4.21	5.72e-279	0.50
chr16-8305	chr16	2009424	2034880	+	1540.1	34.642	260.000000	4.20	1.58e-133	0.69
chr19-36734	chr19	56135448	56167032	+	1533.9	31.044	38.000000	5.16	5.10e-35	0.92
chr8-321	chr8	127569631	127593134	+	1527.0	33.804	870.000000	4.11	3.18e-261	0.53
chr11-30682	chr11	44578357	44599475	+	1522.9	44.046	74.000000	6.52	7.24e-41	0.85
chr11-3498	chr11	64071968	64086283	+	1510.0	45.388	582.000000	5.14	2.93e-233	0.59
chr1-51989	chr1	155011154	155037076	+	1504.0	46.852	65.000000	4.26	6.31e-24	0.84
chr16-5294	chr16	89882386	89910023	+	1498.6	43.760	366.000000	4.41	1.48e-116	0.65
chr11-13222	chr11	60673178	60692811	+	1493.1	40.266	248.000000	4.72	1.04e-90	0.72
chr15-2658	chr15	41148989	41166382	+	1471.9	41.803	381.000000	5.14	2.52e-158	0.67
chr17-1888	chr17	72967651	72990347	+	1464.4	37.167	689.000000	4.38	3.64e-230	0.56
chr3-16671	chr3	189473590	189531269	+	1452.7	35.131	185.000000	4.52	7.09e-66	0.79
chr11-10584	chr11	120186907	120207801	+	1452.2	33.783	307.000000	4.51	2.24e-104	0.71
chr14-445	chr14	105261046	105267903	+	1451.8	35.062	796.000000	4.10	4.47e-244	0.53
chr16-16751	chr16	75121309	75154435	+	1444.9	24.147	115.000000	4.05	1.37e-32	0.83
chr3-1662	chr3	197676615	197687694	+	1440.7	21.526	692.000000	4.07	2.13e-214	0.58
chr12-644	chr12	53615002	53625880	+	1438.4	19.725	807.000000	4.37	4.78e-280	0.50
chrX-4065	chrX	49011714	49057455	+	1435.6	20.621	162.000000	4.41	7.61e-68	0.76
chr17-4553	chr17	74721930	74734054	+	1427.7	25.794	521.000000	4.51	1.15e-178	0.61
chr6-10894	chr6	44202086	44233483	+	1426.8	23.541	215.000000	4.15	3.36e-66	0.74
chr16-23923	chr16	754951	802340	+	1424.2	23.237	64.000000	5.39	3.40e-29	0.84
chr11-672	chr11	72492365	72505524	+	1415.9	22.444	870.000000	4.18	6.47e-267	0.48
chr12-31798	chr12	93516214	93562277	+	1413.8	22.066	56.000000	5.98	2.01e-26	0.83
chr17-30357	chr17	42173084	42201902	+	1403.7	25.954	77.000000	4.46	2.91e-27	0.82
chr14-3505	chr14	103987039	104029820	+	1401.0	26.833	426.000000	4.17	1.15e-138	0.65
chr4-6270	chr4	6762954	6785381	+	1397.3	25.828	211.000000	4.34	6.98e-69	0.75
chr8-7594	chr8	129145617	129166174	+	1396.6	21.520	270.000000	4.33	5.21e-100	0.69
chr3-9661	chr3	52000981	52029935	+	1394.4	24.091	309.000000	5.86	8.91e-149	0.73
chr12-459	chr12	120906842	120918637	+	1379.3	19.737	845.000000	4.25	5.09e-269	0.50
chr16-822	chr16	85339293	85356657	+	1376.8	23.740	721.000000	4.69	9.09e-254	0.55
chr16-29562	chr16	2245889	2274205	+	1376.0	22.303	43.000000	4.27	2.40e-14	0.86
chr11-6071	chr11	129715715	129731655	+	1375.7	22.477	450.000000	4.62	3.61e-157	0.65
chr4-19467	chr4	6626642	6643216	+	1368.8	21.534	56.000000	4.09	1.30e-18	0.85
chr9-9492	chr9	136202220	136224233	+	1366.9	15.770	227.000000	4.81	5.73e-83	0.75
chr16-14831	chr16	31119469	31160352	+	1356.7	16.016	136.000000	6.39	1.68e-90	0.79
chr3-1429	chr3	156877171	156893921	+	1355.7	21.872	720.000000	4.94	3.67e-282	0.54
chr8-1475	chr8	144679189	144700618	+	1354.6	22.694	644.000000	4.49	3.23e-223	0.57
chr8-2110	chr8	37756392	37783325	+	1354.2	19.192	569.000000	4.71	8.72e-200	0.60
chr6-19434	chr6	35722187	35764726	+	1349.8	19.010	109.000000	4.56	1.89e-39	0.83
chr15-75	chr15	52580042	52588087	+	1346.9	15.321	795.000000	4.08	3.07e-237	0.51
chr1-742	chr1	144932042	144942073	+	1335.2	15.238	809.000000	4.12	7.66e-265	0.55
chr11-28203	chr11	554303	577136	+	1333.4	20.943	85.000000	5.08	1.01e-37	0.85
chr12-6300	chr12	49174209	49189265	+	1333.0	22.437	388.000000	4.25	2.38e-118	0.70
chr14-2771	chr14	50086498	50108795	+	1331.4	21.791	479.000000	4.38	7.30e-153	0.64
chr16-3080	chr16	2563780	2588449	+	1328.1	20.882	481.000000	5.01	2.34e-181	0.62
chr10-3140	chr10	82214001	82229149	+	1327.3	15.413	479.000000	4.76	8.86e-205	0.63
chr11-1147	chr11	67007517	67016041	+	1315.6	17.924	792.000000	4.97	1.08e-312	0.54
chr8-4989	chr8	146011592	146025079	+	1312.4	17.764	374.000000	4.04	2.14e-120	0.67
chr6-204	chr6	33280902	33291903	+	1309.2	20.739	793.000000	4.29	1.41e-251	0.54
chr16-3645	chr16	3014248	3041736	+	1307.9	19.309	447.000000	4.05	7.12e-135	0.62
chr17-1371	chr17	48784579	48797642	+	1306.5	22.622	744.000000	4.56	4.68e-257	0.54
chr19-15265	chr19	1468915	1513819	+	1299.9	18.900	155.000000	4.29	2.35e-50	0.79
chr16-551	chr16	120921	128756	+	1299.9	17.670	790.000000	4.31	3.15e-269	0.53
chr1-10717	chr1	145208977	145220474	+	1292.7	17.300	352.000000	4.16	1.20e-200	0.76
chr3-12304	chr3	4722317	4737499	+	1292.1	16.764	252.000000	4.72	1.66e-88	0.77
chr17-5447	chr17	40714050	40739630	+	1285.1	16.147	479.000000	4.42	1.27e-171	0.64
chr1-8113	chr1	155880265	155911348	+	1280.3	14.643	405.000000	4.50	6.06e-133	0.69
chr9-5622	chr9	5832159	5886792	+	1279.4	17.129	341.000000	4.86	1.43e-124	0.70
chr1-13101	chr1	6662245	6685924	+	1276.9	15.502	312.000000	4.13	1.11e-95	0.69
chr11-1150	chr11	121337571	121359959	+	1276.6	15.956	792.000000	4.10	3.39e-244	0.56
chr17-14412	chr17	43486052	43509023	+	1276.3	13.516	233.000000	4.02	9.93e-67	0.75
chr2-7152	chr2	65526764	65544173	+	1272.6	13.945	257.000000	4.32	4.28e-80	0.73
chr16-934	chr16	30537791	30546744	+	1267.9	15.871	699.000000	4.03	1.64e-200	0.51
chr1-62560	chr1	226288216	226321529	+	1263.8	15.399	47.000000	6.97	4.29e-23	0.84
chr9-10694	chr9	34611454	34652598	+	1262.3	16.927	200.000000	4.51	6.80e-76	0.75
chr16-2891	chr16	89766834	89787908	+	1259.9	17.335	494.000000	5.27	1.16e-213	0.63
chr17-4540	chr17	34889977	34901291	+	1254.3	16.532	521.000000	4.25	3.26e-176	0.62
chr2-7266	chr2	232526516	232546514	+	1249.8	15.538	255.000000	5.19	2.04e-113	0.73
chr21-4327	chr21	35739119	35756519	+	1248.2	13.525	143.000000	4.42	3.47e-53	0.78
chr1-3746	chr1	41364565	41389400	+	1245.1	13.562	552.000000	4.17	3.83e-182	0.60
chr17-20812	chr17	38209893	38231881	+	1244.0	12.300	146.000000	4.67	1.38e-54	0.80
chr6-4987	chr6	27791244	27806059	+	1241.8	11.661	367.000000	4.14	5.42e-112	0.67
chr1-4931	chr1	153949388	153963899	+	1238.9	9.604	500.000000	4.53	3.25e-171	0.64
chr20-670	chr20	61556945	61570195	+	1238.6	10.422	749.000000	4.14	9.42e-235	0.54
chr17-11459	chr17	76971175	77002245	+	1237.0	10.663	295.000000	4.25	2.88e-117	0.70
chr20-1892	chr20	23330018	23342477	+	1236.9	10.849	546.000000	4.61	6.45e-187	0.60
chr7-671	chr7	1570388	1577673	+	1232.5	10.082	721.000000	4.64	3.02e-254	0.53
chr17-2357	chr17	76123423	76141653	+	1231.9	8.597	650.000000	4.05	2.06e-192	0.55
chr16-6945	chr16	30406223	30457406	+	1228.7	8.639	301.000000	4.15	3.53e-88	0.69
chr9-21180	chr9	127615383	127632334	+	1225.2	9.670	75.000000	6.49	1.79e-34	0.81
chr1-13834	chr1	161123184	161147603	+	1223.8	12.855	301.000000	4.65	4.24e-120	0.72
chr19-7774	chr19	14606232	14641196	+	1223.0	12.894	263.000000	4.38	1.45e-85	0.72
chr9-3729	chr9	139837997	139845360	+	1222.9	12.802	427.000000	4.07	1.29e-128	0.62
chr19-1037	chr19	1261112	1286123	+	1222.5	11.708	506.000000	4.75	6.09e-185	0.62
chr12-17551	chr12	132344736	132381359	+	1218.9	10.739	146.000000	4.15	2.45e-47	0.81
chr11-1978	chr11	126224915	126236409	+	1212.9	11.250	701.000000	4.93	5.26e-273	0.56
chr9-185	chr9	127020630	127029855	+	1208.5	11.617	905.000000	4.21	1.48e-281	0.50
chr11-7523	chr11	65655498	65693807	+	1208.0	11.662	396.000000	4.76	4.89e-143	0.66
chrX-1114	chrX	39944659	39965718	+	1206.9	12.075	315.000000	4.51	4.67e-121	0.69
chr17-145	chr17	64948658	64962362	+	1205.1	11.562	996.000000	4.13	2.64e-310	0.49
chr17-5358	chr17	79979914	79995765	+	1202.8	9.463	483.000000	4.36	6.81e-159	0.64
chr3-150	chr3	197024316	197026563	+	1201.3	10.476	1090.000000	4.22	0.00e+00	0.48
chr12-10567	chr12	56109328	56137740	+	1201.1	10.407	259.000000	4.31	2.95e-82	0.76
chr19-8382	chr19	892386	935245	+	1199.9	10.392	251.000000	5.59	9.39e-108	0.71
chr17-9168	chr17	79669675	79690008	+	1197.4	9.893	353.000000	4.16	2.66e-115	0.67
chr21-204	chr21	35898280	35925505	+	1195.3	13.445	664.000000	4.16	5.53e-207	0.55
chr3-9862	chr3	42622793	42642994	+	1188.9	12.986	304.000000	4.18	1.58e-102	0.70
chr6-5599	chr6	31685359	31704418	+	1188.6	13.337	345.000000	4.28	1.29e-106	0.69
chr19-11590	chr19	13043792	13076884	+	1187.5	13.794	200.000000	4.52	3.82e-66	0.76
chr17-6848	chr17	73510950	73522517	+	1186.7	14.400	424.000000	4.04	1.22e-128	0.63
chr11-7031	chr11	63741963	63754514	+	1177.7	15.027	413.000000	5.25	6.61e-236	0.62
chr16-17055	chr16	67867025	67889809	+	1177.1	11.941	112.000000	6.89	1.20e-80	0.80
chr12-4139	chr12	53764034	53775202	+	1176.2	16.428	487.000000	4.06	2.69e-143	0.64
chr22-10328	chr22	24917379	24960688	+	1174.2	16.271	81.000000	4.97	3.48e-34	0.84
chr19-3371	chr19	49617661	49639411	+	1170.5	16.406	379.000000	4.28	1.25e-118	0.70
chr9-17333	chr9	139433660	139470796	+	1167.2	11.873	105.000000	5.22	8.43e-40	0.83
chr5-1948	chr5	1315526	1326350	+	1166.7	12.291	570.000000	4.00	4.25e-168	0.61
chr2-187	chr2	85623413	85648582	+	1157.9	12.126	618.000000	4.47	2.36e-200	0.58
chr8-5189	chr8	144896965	144923340	+	1157.2	11.611	364.000000	4.10	2.97e-113	0.67
chr12-7494	chr12	53886312	53908586	+	1156.1	11.293	344.000000	5.69	3.87e-159	0.67
chr10-6325	chr10	75531799	75545879	+	1155.5	10.006	326.000000	4.09	1.82e-112	0.69
chr3-17786	chr3	138542100	138565689	+	1154.1	11.621	171.000000	5.50	8.12e-86	0.77
chr1-7158	chr1	226062648	226070924	+	1153.6	6.974	429.000000	4.02	4.05e-126	0.66
chr12-2351	chr12	122459331	122474153	+	1152.5	6.597	609.000000	4.03	5.50e-185	0.58
chr1-5455	chr1	200264672	200284099	+	1149.4	6.076	480.000000	4.20	5.74e-153	0.65
chr1-4235	chr1	156022906	156031669	+	1148.6	7.323	529.000000	4.31	2.69e-175	0.57
chr3-12944	chr3	169481916	169491601	+	1145.0	8.346	242.000000	4.89	1.29e-111	0.76
chr11-10783	chr11	62598594	62609974	+	1144.9	8.559	302.000000	4.14	4.09e-93	0.70
chr17-13301	chr17	1915133	1953905	+	1144.8	9.709	254.000000	4.54	3.23e-89	0.71
chr12-4799	chr12	120631951	120639855	+	1144.7	8.107	454.000000	4.79	3.65e-159	0.64
chr5-4602	chr5	139486606	139494577	+	1141.9	9.557	405.000000	4.07	1.12e-147	0.65
chr5-19786	chr5	180586996	180651135	+	1138.6	7.696	98.000000	4.94	1.90e-36	0.80
chr3-899	chr3	42530975	42544645	+	1137.7	9.688	807.000000	4.04	5.10e-238	0.55
chr10-8648	chr10	104155284	104193059	+	1134.4	10.610	259.000000	4.62	2.00e-108	0.70
chr6-4485	chr6	31619565	31634406	+	1134.3	13.223	387.000000	4.50	2.20e-131	0.66
chr17-19688	chr17	79868328	79895791	+	1130.7	12.084	158.000000	4.31	9.43e-52	0.80
chr19-15845	chr19	2944280	2984605	+	1130.6	10.340	149.000000	4.35	3.65e-54	0.75
chr12-378	chr12	56320989	56334590	+	1126.8	12.860	864.000000	4.22	3.53e-296	0.54
chr19-45	chr19	17355806	17377820	+	1125.1	11.702	730.000000	4.02	4.37e-211	0.56
chr6-2814	chr6	32144931	32164540	+	1120.1	14.375	467.000000	4.41	1.37e-152	0.65
chr5-711	chr5	153666365	153677015	+	1119.3	12.966	707.000000	4.17	1.96e-214	0.58
chr16-6688	chr16	88869462	88879366	+	1119.3	13.080	310.000000	4.40	2.79e-106	0.74
chr20-18475	chr20	35064430	35112748	+	1113.7	12.670	50.000000	10.39	1.63e-32	0.84
chr16-1536	chr16	15737049	15744714	+	1112.6	12.596	614.000000	4.21	1.28e-227	0.55
chr20-2986	chr20	32306530	32320842	+	1107.5	10.500	439.000000	4.11	2.22e-133	0.65
chr17-3112	chr17	73775239	73781745	+	1106.5	10.318	598.000000	4.58	1.01e-204	0.58
chr12-12256	chr12	116962867	116978116	+	1106.2	13.452	225.000000	4.71	5.12e-78	0.74
chr16-5826	chr16	11879466	11904939	+	1103.2	11.695	342.000000	4.24	7.65e-103	0.71
chr1-31561	chr1	37930293	37951044	+	1101.6	11.348	138.000000	4.45	4.26e-45	0.83
chr17-16736	chr17	26645440	26685232	+	1100.5	9.234	195.000000	4.36	2.56e-65	0.74
chr14-500	chr14	103057909	103071598	+	1100.1	11.932	782.000000	4.35	1.87e-258	0.53
chr16-453	chr16	10710651	10722730	+	1094.2	12.527	822.000000	4.10	1.53e-244	0.51
chr19-118	chr19	45907664	45927923	+	1091.8	12.300	670.000000	4.35	3.42e-225	0.57
chr13-657	chr13	31038276	31061756	+	1091.4	12.584	414.000000	4.18	4.84e-124	0.66
chr22-9339	chr22	21978112	22021268	+	1090.3	12.059	94.000000	4.08	4.85e-28	0.81
chr16-3517	chr16	87978629	87985898	+	1084.3	13.336	455.000000	4.95	1.96e-170	0.64
chr10-2169	chr10	1094158	1103174	+	1082.8	10.771	561.000000	4.21	1.43e-180	0.60
chr8-4814	chr8	145149364	145159955	+	1080.3	9.596	383.000000	4.06	3.97e-111	0.68
chr11-10	chr11	129871750	129873594	+	1078.1	9.818	1268.000000	4.08	0.00e+00	0.43
chr10-5345	chr10	79658401	79686703	+	1078.0	10.240	363.000000	4.29	3.61e-115	0.69
chr14-1570	chr14	100045149	100071730	+	1075.2	7.248	595.000000	4.57	4.92e-211	0.58
chr16-3447	chr16	70719129	70749509	+	1074.1	7.706	459.000000	4.40	8.33e-153	0.63
chr14-207	chr14	76297619	76309865	+	1073.9	7.518	877.000000	4.05	1.03e-261	0.51
chr11-6422	chr11	66610071	66649250	+	1073.1	6.794	436.000000	4.68	4.81e-155	0.64
chr10-39980	chr10	71186598	71211708	+	1071.2	7.666	32.000000	4.27	5.28e-11	0.87
chr2-3540	chr2	172949347	172967688	+	1070.8	7.370	347.000000	4.02	2.16e-103	0.70
chr16-8533	chr16	85740686	85753936	+	1068.5	7.157	255.000000	4.13	1.38e-79	0.72
chr1-32048	chr1	230879542	230889103	+	1066.2	7.906	136.000000	4.49	7.84e-45	0.84
chr11-265	chr11	60710921	60728697	+	1065.4	8.146	966.000000	4.13	2.70e-309	0.50
chr17-5633	chr17	73257125	73267912	+	1063.7	7.954	471.000000	5.74	6.28e-220	0.62
chr11-241	chr11	101981174	101991491	+	1061.4	9.518	977.000000	4.35	5.02e-319	0.49
chr3-3765	chr3	183892537	183904726	+	1060.7	8.579	519.000000	7.23	0.00e+00	0.59
chr15-1697	chr15	45926664	45953538	+	1059.2	10.797	457.000000	4.77	1.72e-166	0.64
chr16-7777	chr16	75078252	75099076	+	1057.9	12.341	275.000000	4.24	3.94e-83	0.73
chr1-3974	chr1	859417	876891	+	1056.3	12.221	541.000000	4.62	2.66e-182	0.61
chr11-15001	chr11	57424239	57443227	+	1053.0	11.129	214.000000	5.18	2.05e-83	0.78
chr14-5170	chr14	104181260	104203428	+	1052.5	11.485	336.000000	4.14	3.03e-102	0.71
chr14-17839	chr14	77769786	77788258	+	1046.1	12.029	81.000000	4.08	1.45e-24	0.82
chr1-4605	chr1	161007650	161016450	+	1042.4	12.302	513.000000	4.33	1.74e-163	0.61
chr15-6046	chr15	41046878	41069956	+	1040.9	12.021	216.000000	4.39	2.04e-74	0.77
chr16-10339	chr16	68278394	68310212	+	1040.7	10.449	212.000000	4.15	1.13e-74	0.75
chr16-2461	chr16	2907201	2933912	+	1039.3	11.120	526.000000	4.36	1.73e-164	0.56
chr2-1732	chr2	74684361	74710719	+	1036.7	8.466	427.000000	4.43	2.20e-135	0.63
chr16-12636	chr16	4343685	4373987	+	1035.0	6.736	168.000000	4.22	1.28e-50	0.79
chr14-6221	chr14	100658562	100688641	+	1033.9	6.194	293.000000	4.80	1.09e-116	0.68
chr11-14	chr11	122933390	122942989	+	1033.5	6.952	1250.000000	4.72	0.00e+00	0.43
chr6-3463	chr6	33238983	33257882	+	1031.7	7.325	433.000000	4.04	4.56e-145	0.66
chr16-1346	chr16	4664327	4675740	+	1030.3	6.299	637.000000	4.40	8.21e-206	0.55
chr17-2869	chr17	73840107	73852453	+	1029.8	5.369	613.000000	4.07	6.23e-180	0.56
chr16-9002	chr16	87798945	87823230	+	1029.3	5.670	243.000000	4.05	5.74e-87	0.73
chr19-3032	chr19	42746179	42759297	+	1027.7	6.831	391.000000	4.15	3.47e-118	0.67
chr9-8033	chr9	132804388	132816739	+	1025.6	6.051	264.000000	4.05	2.05e-87	0.71
chr16-2514	chr16	89555806	89575442	+	1025.0	5.923	523.000000	4.74	8.02e-197	0.58
chr19-14993	chr19	56091516	56117586	+	1024.9	7.264	159.000000	4.18	1.44e-49	0.75
chr6-6376	chr6	31762870	31783178	+	1023.3	7.237	319.000000	4.21	1.74e-101	0.68
chr20-4012	chr20	62600292	62611318	+	1020.8	7.174	366.000000	4.54	1.84e-128	0.70
chr7-1180	chr7	50838432	50861640	+	1020.4	7.405	621.000000	4.36	7.17e-203	0.59
chr16-27039	chr16	3149620	3185714	+	1019.2	7.861	51.000000	4.61	1.57e-26	0.87
chr17-3917	chr17	41438626	41446922	+	1016.3	8.153	550.000000	5.65	2.26e-274	0.60
chr3-1718	chr3	176573198	176586759	+	1015.8	8.899	684.000000	4.47	5.41e-226	0.58
chr5-6920	chr5	141245032	141257915	+	1014.3	8.028	317.000000	4.14	1.96e-95	0.71
chr19-8887	chr19	1020404	1040890	+	1011.8	7.956	242.000000	4.21	1.80e-78	0.72
